customer_id,customer_name,customer_state,Sex,Age,Holding_Value,Open_Date
2614.0,Scott Obrien,Mississippi,M,81.0,2360985.0,2020-08-22 13:23:22
2615.0,Arthur Hart,Michigan,F,45.0,1673713.0,2012-07-25 19:29:48
2616.0,Katie Patterson,Hawaii,M,77.0,8571554.0,2004-07-24 12:13:59
2617.0,Darren Sparks,Utah,M,81.0,2081830.0,2015-12-26 17:56:06
2618.0,Nicole Baker,Maryland,M,75.0,3542732.0,2022-05-01 16:33:42
2619.0,Stacey Clark,Louisiana,M,59.0,1874205.0,2007-07-04 19:33:27
2620.0,Ruth Smith,New Hampshire,F,77.0,3894740.0,2009-06-15 13:41:39
2621.0,Michael Hernandez,Minnesota,F,49.0,4768506.0,1997-05-24 07:25:17
2622.0,Jose Smith,Virgin Islands,F,55.0,5902754.0,2016-10-19 12:03:59
2623.0,Amy Harrington,Wisconsin,F,51.0,2965055.0,1995-08-20 19:26:12
2624.0,Jeffrey Grimes,Hawaii,F,58.0,9564618.0,1998-07-02 22:06:07
2625.0,James Carter,Connecticut,M,49.0,2603743.0,2012-08-09 04:11:09
2626.0,Brandon Rhodes,New Jersey,M,57.0,5081522.0,1995-01-02 21:36:55
2627.0,Vincent Solis,Oregon,F,36.0,4508062.0,2005-08-18 11:59:21
2628.0,Melvin Barnes,Iowa,F,69.0,6915274.0,2014-06-29 22:37:21
2629.0,Destiny Flowers,American Samoa,F,58.0,8388991.0,2007-11-26 19:20:48
2630.0,Jordan Terry,Kentucky,F,78.0,287565.0,2021-04-12 06:06:06
2631.0,Tasha Rose,Ohio,F,70.0,8752598.0,2011-01-31 03:41:43
2632.0,Jonathan Lopez,Illinois,F,23.0,4922311.0,1994-10-09 02:17:08
2633.0,Donna Reed,Minnesota,M,49.0,4214197.0,2007-03-17 14:30:56
2634.0,Nicholas Guerra,of Columbia,F,34.0,2333338.0,2008-12-12 20:11:36
2635.0,Kim Palmer,of Columbia,F,75.0,3902643.0,1995-09-05 11:37:09
2636.0,Mary Martinez,Texas,M,21.0,8309444.0,2010-10-15 17:43:56
2637.0,Tiffany Jarvis,Louisiana,F,67.0,3181639.0,2014-03-21 10:40:00
2638.0,Connie Marshall,Georgia,M,22.0,4439337.0,2015-01-28 15:24:07
2639.0,William White,Iowa,F,57.0,1929687.0,2015-05-01 21:57:59
2640.0,Kelly Smith,Montana,M,48.0,5631743.0,1996-04-22 05:59:30
2641.0,Robert Hudson,New Hampshire,M,41.0,4387254.0,2024-01-02 17:49:26
2642.0,Pamela Ford,District ,M,88.0,8313163.0,2011-10-24 07:40:08
2643.0,Brittany Mitchell,Arizona,M,75.0,9867302.0,1995-09-30 11:38:07
2644.0,Megan Mcdonald DVM,Pennsylvania,F,28.0,8711400.0,1995-06-29 22:34:05
2645.0,Barbara Richards,North Carolina,F,21.0,9113512.0,2013-08-20 19:36:26
2646.0,Lee Walters,Montana,M,85.0,9385631.0,2001-12-14 20:32:48
2647.0,Jason Martin,New York,M,78.0,9262128.0,2015-10-02 14:25:09
2648.0,Matthew Phillips,Rhode Island,F,80.0,6115690.0,1995-12-10 01:52:43
2649.0,Katherine Pena,New Hampshire,F,34.0,1343622.0,2011-08-29 17:51:29
2650.0,George Allison,New York,F,56.0,2883286.0,1997-11-16 06:40:51
2651.0,Cheryl Ward,Florida,M,86.0,4640141.0,1994-12-13 19:48:59
2652.0,Hannah Gibson,Texas,M,33.0,772887.0,2003-03-21 06:53:45
2653.0,Maria Hurst,Louisiana,M,36.0,9931152.0,2021-05-20 07:58:53
2654.0,Matthew Gibson,Alabama,M,87.0,9047806.0,2017-01-23 08:34:10
2655.0,Brian Sutton,Illinois,F,72.0,3988597.0,2022-04-17 22:01:12
2656.0,Sophia Jordan,Vermont,F,66.0,1136286.0,2004-11-29 11:24:33
2657.0,Brian Williams,Kentucky,M,24.0,4509833.0,2013-07-26 19:26:37
2658.0,James Thompson,Alabama,M,51.0,4863667.0,2003-03-19 02:53:03
2659.0,Billy Phillips,Oregon,F,48.0,8455406.0,2001-12-13 16:42:18
2660.0,Christina Robles,Arkansas,M,57.0,1000828.0,2019-08-15 14:42:42
2661.0,John Santos,Florida,F,65.0,2255817.0,2012-07-26 21:11:25
2662.0,John Allison,North Dakota,F,30.0,7914111.0,2009-11-09 10:46:49
2663.0,Mark Luna,Kansas,M,68.0,1766016.0,2010-01-11 18:35:15
2664.0,Kelly Chavez,West Virginia,M,81.0,3669194.0,1999-03-16 08:40:24
2665.0,William Vargas,Idaho,M,56.0,439672.0,2011-12-18 23:20:28
2666.0,Laurie Rhodes,Guam,F,69.0,3409225.0,1995-04-26 01:45:46
2667.0,Joel Ramirez,Guam,M,34.0,7394391.0,2005-07-20 23:07:49
2668.0,Bonnie Summers,West Virginia,M,52.0,4123777.0,2014-04-28 11:19:16
2669.0,Colin Jackson,Montana,F,24.0,3232463.0,2001-08-01 19:47:10
2670.0,Walter Smith,Iowa,M,65.0,2081576.0,2017-05-18 07:19:51
2671.0,Kimberly Eaton,Rhode Island,M,81.0,2887497.0,2014-09-11 04:50:22
2672.0,John Farley,Indiana,F,52.0,8434935.0,2023-06-10 00:06:37
2673.0,Paul Andrade,Texas,M,24.0,5501160.0,2001-02-23 15:25:46
2674.0,Jamie Blake,Indiana,F,65.0,6306924.0,2017-03-27 06:30:00
2675.0,Ryan Waters,Arkansas,M,63.0,6768906.0,2006-12-13 07:16:38
2676.0,Laura Douglas,West Virginia,F,27.0,1650223.0,2004-01-02 07:13:55
2677.0,Craig Tanner,New Mexico,F,35.0,6338710.0,2001-06-30 17:03:53
2678.0,Christian Nelson,Illinois,F,23.0,6075354.0,2001-12-26 18:16:35
2679.0,Jim Anderson,Rhode Island,F,65.0,4485691.0,2014-01-19 04:30:23
2680.0,Grace Chan,Indiana,M,79.0,7911980.0,1998-12-27 21:44:14
2681.0,Tiffany Hunt,Florida,F,33.0,8793939.0,2017-10-17 12:24:27
2682.0,James Simmons,Wyoming,F,20.0,3462803.0,2006-09-01 08:44:50
2683.0,James Mathis,Missouri,M,43.0,7828821.0,1997-06-30 05:21:38
2684.0,Lucas Ferguson,Mississippi,M,65.0,7661958.0,2005-07-22 13:04:50
2685.0,Mrs. Lori Stewart,Delaware,F,33.0,925419.0,2001-12-31 09:17:44
2686.0,Evan Hayden,Mississippi,F,39.0,9108832.0,2018-12-14 19:34:54
2687.0,Daniel Spencer,Ohio,F,87.0,3799635.0,2005-12-30 18:36:12
2688.0,Nichole Long,Oregon,M,78.0,9904694.0,2014-01-14 16:06:33
2689.0,Dustin Riley,Rhode Island,F,61.0,2262197.0,2001-05-21 09:27:06
2690.0,Anthony Brown,Utah,M,80.0,2483161.0,2008-05-15 12:42:10
2691.0,Tracie Mora,Massachusetts,M,71.0,3655019.0,1999-11-14 15:12:28
2692.0,Ashley Park,Ohio,M,89.0,2317270.0,2010-01-01 23:43:12
2693.0,Jason Nelson,Louisiana,F,45.0,1500478.0,2021-07-23 07:21:58
2694.0,Kelli Robbins,Puerto Rico,M,38.0,928231.0,2006-03-13 18:27:35
2695.0,Frank Yu,Oregon,F,86.0,7618212.0,2023-02-16 07:50:37
2696.0,John Taylor,New Mexico,F,34.0,4310808.0,2018-07-16 01:28:09
2697.0,Lisa Patterson,Virgin Islands,F,82.0,6883866.0,1996-03-19 04:52:57
2698.0,Susan Luna,Illinois,M,38.0,6326883.0,2015-08-02 19:05:43
2699.0,Marilyn Phillips,Vermont,M,79.0,7829866.0,2021-12-24 04:02:10
2700.0,Abigail Martinez,Tennessee,M,74.0,4789271.0,2009-11-13 04:17:21
2701.0,Erica Lester,of Columbia,F,64.0,6208495.0,2013-08-26 07:25:15
2702.0,Eric Johns,Idaho,M,55.0,1617290.0,2004-02-08 09:29:43
2703.0,Stephanie Bentley,Minnesota,M,30.0,6144075.0,1996-08-07 19:56:22
2704.0,Joseph Hernandez,New York,F,41.0,7458097.0,2020-11-19 17:40:30
2705.0,Carlos Kirk,Arkansas,F,60.0,5070823.0,1998-03-06 23:51:02
2706.0,Steven Hanson,West Virginia,F,77.0,2156661.0,2012-04-09 14:12:08
2707.0,Sierra Hayes,Delaware,F,31.0,9470125.0,2008-01-01 01:44:33
2708.0,Sarah Blankenship,Illinois,F,79.0,8272043.0,2016-01-16 06:13:01
2709.0,Ashley Mueller,Utah,M,54.0,5128481.0,2009-12-03 20:33:47
2710.0,Laura Thomas,Nevada,M,70.0,1781440.0,1996-03-04 01:10:29
2711.0,Julie Marsh,Tennessee,M,29.0,394817.0,2019-02-22 08:52:41
2712.0,Kathryn Cook,Oregon,M,56.0,1686879.0,2012-03-27 20:40:26
2713.0,Brittany Miles,Oklahoma,M,77.0,9309389.0,2012-05-10 06:23:46
2714.0,Michael Morton,Guam,M,59.0,4692860.0,1995-06-16 00:11:06
2715.0,Tamara Lucas,Pennsylvania,M,75.0,4154139.0,2015-09-22 06:54:47
2716.0,Patricia Moore,North Dakota,F,85.0,1435868.0,2004-02-04 16:49:25
2717.0,Patrick Cruz,Utah,M,77.0,2215394.0,1995-04-30 19:44:05
2718.0,Tiffany Turner,Tennessee,M,48.0,3959891.0,1996-09-12 05:57:47
2719.0,Beverly Ellison,Alabama,F,28.0,5579910.0,2015-11-14 07:18:06
2720.0,Lee Waller,Vermont,F,78.0,6015812.0,2016-11-23 05:13:20
2721.0,Sarah Brown,Connecticut,M,47.0,480082.0,2015-10-31 04:48:38
2722.0,Diane Conway,Tennessee,F,64.0,9540580.0,2022-07-07 19:36:07
2723.0,Jason Adams,Indiana,M,39.0,6645949.0,2012-01-09 16:30:25
2724.0,Ian Sanders,North Dakota,F,54.0,5839426.0,2023-09-24 13:27:30
2725.0,Mario Anderson,Alabama,F,40.0,3524989.0,2006-11-27 17:04:52
2726.0,Derek Singleton,Virgin Islands,M,59.0,7427302.0,2017-07-21 12:23:59
2727.0,Bryan Hughes,Wyoming,M,35.0,3422561.0,2010-10-21 23:28:06
2728.0,Reginald Hall,Massachusetts,F,75.0,3049584.0,2003-10-03 07:22:49
2729.0,Maurice Barnes,Alaska,F,86.0,4102256.0,2001-06-20 10:19:01
2730.0,James Walker,New Jersey,M,34.0,5124773.0,2008-11-04 17:10:26
2731.0,Maureen Rogers,Iowa,M,68.0,9432715.0,2017-04-19 03:12:32
2732.0,Victoria Morales,Alabama,M,60.0,6001765.0,2023-05-10 06:08:12
2733.0,Kimberly Bell,North Dakota,M,22.0,443244.0,2004-08-28 07:28:11
2734.0,Thomas Murphy,Delaware,M,45.0,6543190.0,1994-03-06 16:39:09
2735.0,Michelle Black,Virgin Islands,M,68.0,5136898.0,2006-01-02 21:08:05
2736.0,Nicole Oconnell,Louisiana,F,60.0,398774.0,2007-03-17 11:11:00
2737.0,Vincent Duncan,Ohio,F,75.0,1490153.0,2012-02-10 02:03:45
2738.0,Emily Green,Rhode Island,M,30.0,177423.0,2007-05-26 02:52:23
2739.0,Sandra Berry,Kentucky,F,23.0,3037210.0,2003-01-21 03:59:25
2740.0,Anthony Dunlap,Washington,F,57.0,347550.0,1994-11-16 11:31:07
2741.0,Gina Sanchez,Oklahoma,M,81.0,5680425.0,2004-08-03 03:54:55
2742.0,Jason Roth,Guam,M,66.0,637419.0,1999-01-10 23:17:59
2743.0,Austin Baker,Colorado,F,21.0,1675843.0,2003-02-27 22:54:04
2744.0,Paul Leon,Hawaii,F,77.0,8708105.0,2023-06-19 20:53:00
2745.0,Carrie Barber,Washington,M,50.0,9132229.0,2023-08-03 09:06:54
2746.0,Ryan Lambert,Idaho,M,71.0,9774235.0,2013-01-28 04:16:56
2747.0,Dr. George Rodriguez,Oregon,M,48.0,5206709.0,2006-09-11 22:56:08
2748.0,Jill Weiss,Georgia,F,83.0,6622521.0,2007-09-19 02:59:17
2749.0,Kevin Braun,California,M,41.0,2024368.0,2005-08-09 23:37:41
2750.0,Frank Perez,South Carolina,F,22.0,2045272.0,2007-08-16 10:54:17
2751.0,Nina Estrada,Minnesota,F,69.0,168215.0,2020-11-25 14:18:27
2752.0,Sean Jackson,Mississippi,M,78.0,2618543.0,1999-11-09 12:33:45
2753.0,Keith Moreno,Pennsylvania,M,86.0,8729578.0,2019-01-15 22:15:19
2754.0,Kevin Johnson,Wyoming,M,26.0,8762404.0,2008-12-11 09:29:15
2755.0,Lauren Murray,North Carolina,M,74.0,6246334.0,2015-08-04 08:53:04
2756.0,Gregory Rhodes,Vermont,F,62.0,2062933.0,1997-05-02 17:25:55
2757.0,Michelle Wilcox,Pennsylvania,F,42.0,9254348.0,2015-06-30 00:06:47
2758.0,Annette Schneider,Louisiana,F,70.0,8174851.0,2020-09-14 22:11:39
2759.0,Matthew Miller,Pennsylvania,M,37.0,6188871.0,2007-07-26 06:33:23
2760.0,Adam Hill,Missouri,F,49.0,114167.0,1999-02-02 00:47:47
2761.0,Susan Kennedy,Indiana,M,79.0,9946663.0,2006-01-31 20:21:18
2762.0,Nicholas Smith,Oklahoma,M,80.0,5032965.0,2007-04-10 08:23:16
2763.0,Steven Kirk,Washington,M,66.0,8574809.0,2010-09-13 01:42:45
2764.0,Justin Wheeler,Montana,M,20.0,6776495.0,2007-02-21 05:07:38
2765.0,Tiffany Harris,New York,M,54.0,2078599.0,2016-07-11 22:28:47
2766.0,Deborah Wilson,Kansas,F,53.0,2041854.0,2022-03-29 01:07:01
2767.0,Corey Simpson,Georgia,F,47.0,311409.0,1998-08-19 07:27:58
2768.0,Cody Jones,Alaska,F,41.0,4796657.0,2013-10-02 20:44:14
2769.0,Molly Jones,Maryland,M,51.0,5182456.0,2014-06-16 05:55:46
2770.0,Maxwell Torres,North Carolina,M,86.0,712079.0,2018-08-28 02:19:17
2771.0,Spencer Sanders,Arkansas,M,78.0,4606084.0,2020-03-09 20:53:37
2772.0,Rebecca Davis,Iowa,M,38.0,9390780.0,2019-06-15 17:27:22
2773.0,Maria Bautista,Iowa,M,83.0,4070589.0,2011-12-13 08:36:50
2774.0,Alex Edwards,West Virginia,M,67.0,4818781.0,2010-06-06 18:19:59
2775.0,Amber Young,Pennsylvania,M,28.0,9999362.0,2020-08-06 07:55:38
2776.0,Laura Young,Maryland,F,28.0,3962250.0,2001-05-02 02:43:15
2777.0,Cindy Hammond,Oklahoma,F,32.0,9405521.0,2022-06-14 06:48:34
2778.0,William Lopez,Mississippi,F,34.0,8131864.0,1995-11-28 10:48:59
2779.0,Daniel Black Jr.,Idaho,M,77.0,6586487.0,2007-09-11 20:11:19
2780.0,Teresa Bowen,New York,M,54.0,144538.0,2000-09-30 23:14:22
2781.0,Christopher Taylor,Louisiana,F,46.0,6227040.0,2010-08-24 08:10:12
2782.0,Timothy Osborne,Montana,F,86.0,5499132.0,1998-12-08 15:32:20
2783.0,Julie Landry,Indiana,M,85.0,7182669.0,2007-09-04 09:08:58
2784.0,Allen Black,Texas,M,42.0,6121348.0,2021-01-08 15:02:48
2785.0,Susan Martinez,Virgin Islands,F,87.0,180574.0,1994-12-29 03:04:01
2786.0,Caleb Butler DVM,Guam,F,85.0,1893319.0,2010-09-24 02:44:41
2787.0,Ruben Nguyen,Alabama,M,64.0,3535338.0,2010-01-13 07:11:39
2788.0,Joshua Mendoza,North Dakota,F,89.0,2904629.0,2001-04-15 02:36:04
2789.0,Kevin Torres,North Carolina,M,20.0,3041050.0,1999-10-18 23:41:24
2790.0,Amber Branch,Vermont,F,86.0,3554092.0,2023-03-31 03:19:09
2791.0,Dr. Susan Massey,Tennessee,F,38.0,8273524.0,2015-03-06 14:49:12
2792.0,Matthew Schroeder,New Mexico,F,22.0,4307605.0,2001-07-08 23:30:29
2793.0,Mason Todd,Wyoming,F,45.0,8005568.0,2013-07-29 15:23:49
2794.0,Joshua Murray,New York,M,86.0,6516994.0,2002-07-12 17:02:39
2795.0,Erica Cook,Virginia,M,58.0,8070886.0,2006-08-14 01:01:16
2796.0,Amy Lewis DDS,of Columbia,M,58.0,4824896.0,2013-07-20 07:41:31
2797.0,Henry Smith,Nebraska,M,21.0,2290490.0,2011-04-29 01:42:59
2798.0,Dr. Larry Roberts,Iowa,M,82.0,4030022.0,2023-12-29 10:25:13
2799.0,Mark Moran,Montana,M,49.0,8253625.0,1994-08-04 02:37:06
2800.0,Isabel Shaw,Arizona,M,42.0,1372421.0,2021-01-07 10:10:05
2801.0,Dennis Peters,American Samoa,F,68.0,3939531.0,2015-04-16 21:38:34
2802.0,Morgan Robinson,New Jersey,M,73.0,8965622.0,2005-08-17 01:06:38
2803.0,Donna Wood,Arkansas,M,78.0,532409.0,1995-07-12 21:39:20
2804.0,Dana Joseph,Virginia,M,27.0,9470914.0,1999-03-15 10:21:34
2805.0,Samuel Harris,Florida,M,52.0,336978.0,2017-05-18 14:28:22
2806.0,Kristin White,Oregon,F,83.0,8823751.0,2015-12-17 02:57:33
2807.0,Debra Frederick,Guam,M,44.0,8696368.0,2022-12-22 01:57:40
2808.0,Michelle Coleman,Alaska,F,60.0,4007219.0,2000-09-17 08:02:22
2809.0,Angela Parker,Guam,M,85.0,3518822.0,1994-09-19 05:40:46
2810.0,Michael Crawford,Alabama,M,87.0,4401447.0,2003-03-26 14:59:16
2811.0,Angela Anderson,Oregon,M,29.0,9456402.0,2018-11-28 20:22:27
2812.0,Sarah Walton,Kansas,F,44.0,3744335.0,2017-02-06 13:20:28
2813.0,Chad Hess,Alabama,M,73.0,6676723.0,2016-08-24 11:48:14
2814.0,Jessica Russell,Wisconsin,M,28.0,1598145.0,1999-02-25 19:54:04
2815.0,Robert Small,Minnesota,F,29.0,6442600.0,2008-06-18 16:01:59
2816.0,Crystal Herring,Maine,M,41.0,8268218.0,2004-11-17 16:28:11
2817.0,Elizabeth Anderson,North Carolina,M,22.0,5082456.0,2008-05-13 16:47:02
2818.0,Rick Roth,Maryland,M,40.0,4274621.0,2006-04-21 05:18:09
2819.0,James Dunn,Guam,F,61.0,1838849.0,1995-08-25 18:55:32
2820.0,William Terrell,Colorado,M,45.0,3653063.0,2020-04-11 21:08:19
2821.0,Stephanie Liu,Washington,F,45.0,1119990.0,2019-02-02 09:49:56
2822.0,Kelsey Johnson,Kansas,F,58.0,3329091.0,2008-03-09 01:10:08
2823.0,Gary Brown,Georgia,F,39.0,3008769.0,2008-10-06 15:44:20
2824.0,Kelly Cook,Alabama,F,36.0,2887924.0,2001-06-23 18:28:29
2825.0,Tammy Alvarado,Minnesota,F,71.0,7309823.0,2014-08-24 03:38:11
2826.0,Robert Gonzalez,New Jersey,F,60.0,5892565.0,2005-05-19 04:16:21
2827.0,Matthew Maddox MD,New York,M,42.0,1915070.0,1999-07-24 08:03:40
2828.0,Craig Bell Jr.,Tennessee,F,81.0,4549187.0,2008-12-03 06:47:51
2829.0,Robert Allen,New Hampshire,M,39.0,6069983.0,2009-10-04 02:28:00
2830.0,Kelly Black,Oklahoma,M,40.0,2203101.0,2010-03-16 10:49:39
2831.0,Zachary Fernandez,of Columbia,M,52.0,5648071.0,2004-10-19 08:26:59
2832.0,Frank Cook MD,Virginia,M,34.0,1031522.0,2008-04-05 00:05:52
2833.0,Kenneth Doyle,Delaware,F,52.0,7854831.0,2009-07-20 19:01:04
2834.0,Amy Ferguson,Colorado,F,64.0,6768035.0,1995-04-18 01:08:58
2835.0,Ashley Deleon,Minnesota,M,23.0,3654591.0,2022-05-07 02:53:19
2836.0,Daniel Silva,Illinois,F,71.0,2723089.0,2009-03-08 17:12:03
2837.0,Walter Foster,Idaho,F,74.0,3319910.0,2004-07-27 05:09:54
2838.0,David Goodwin,Ohio,M,35.0,7419531.0,2007-05-15 19:08:39
2839.0,Lisa Mason,Rhode Island,M,33.0,6784797.0,2023-07-29 13:47:58
2840.0,Anne Williams,North Dakota,F,62.0,129204.0,2010-06-24 07:04:18
2841.0,Matthew Ward,Maryland,M,66.0,1103706.0,2008-05-18 06:08:38
2842.0,Victoria Cordova,Connecticut,F,83.0,8174910.0,2010-04-16 20:13:35
2843.0,Jeremy Hansen,Arizona,M,52.0,9282171.0,2005-05-06 13:08:47
2844.0,Dr. Frank Potts,Guam,F,42.0,2560022.0,2001-08-28 01:12:06
2845.0,Andrew Knapp,North Carolina,M,40.0,3805428.0,2020-10-18 13:05:36
2846.0,Jose Franklin,Kansas,F,77.0,4562754.0,2014-01-05 00:21:59
2847.0,Daniel White,Virginia,F,79.0,4265174.0,1995-04-25 07:33:23
2848.0,Eric Anderson,Montana,M,57.0,9637512.0,2007-01-28 06:53:09
2849.0,Laura Blevins,Minnesota,M,54.0,6822313.0,1997-08-11 04:32:09
2850.0,Stephen Rhodes,Georgia,M,74.0,876053.0,2022-08-08 16:24:55
2851.0,Shawn Johnson,Massachusetts,F,75.0,3066618.0,1997-02-16 05:39:48
2852.0,Lisa Burns,American Samoa,F,28.0,5750599.0,2018-05-20 02:54:06
2853.0,Angel Robertson,Minnesota,F,38.0,2814238.0,2007-04-14 11:18:47
2854.0,Thomas Dawson,Alaska,F,33.0,5699439.0,2016-08-08 07:45:35
2855.0,Allison Moran,Utah,M,68.0,6978834.0,2018-09-21 10:39:36
2856.0,Tina Arias,Connecticut,M,63.0,5509832.0,2013-07-21 06:34:42
2857.0,Karina Taylor,Florida,M,60.0,2024531.0,2006-10-28 18:24:31
2858.0,Judith Smith,Oklahoma,M,82.0,990429.0,2020-03-01 01:33:18
2859.0,Joseph Miller,Nebraska,F,38.0,8192595.0,2000-09-05 11:37:15
2860.0,Samuel Marshall,Oregon,M,67.0,5974985.0,2021-09-29 14:00:03
2861.0,Jennifer Simpson,Maryland,F,59.0,7681532.0,2014-11-29 10:21:08
2862.0,Kim Booth,South Carolina,F,60.0,318851.0,1996-04-02 10:16:35
2863.0,Michelle Cook,Vermont,M,44.0,175876.0,1998-08-20 08:31:30
2864.0,Laura Fuller,New York,M,30.0,1627401.0,2023-01-27 16:58:37
2865.0,Lisa Ward,Virgin Islands,F,80.0,9099401.0,2007-07-22 08:43:39
2866.0,Jennifer Tanner,New Jersey,M,37.0,1885700.0,2003-03-10 13:56:07
2867.0,Kristina Waller,Massachusetts,M,88.0,4637569.0,2010-05-09 03:04:23
2868.0,Jeffrey Roberts,California,M,74.0,8419545.0,2012-08-16 13:55:22
2869.0,Scott Murphy,Massachusetts,F,47.0,4393722.0,2023-05-24 09:20:56
2870.0,John Daniels,American Samoa,M,21.0,1550418.0,2021-03-25 15:21:31
2871.0,Tony Berry,Washington,F,24.0,4587946.0,2007-03-03 06:09:52
2872.0,Christopher Foster,Virginia,F,46.0,9105780.0,2011-07-03 17:51:26
2873.0,William Johnson DDS,Utah,F,51.0,3039109.0,1996-12-24 05:37:14
2874.0,Mary Schroeder,Kansas,F,87.0,2755699.0,1997-02-10 00:03:27
2875.0,Amanda Meadows,New York,F,69.0,6686974.0,2013-08-11 04:23:52
2876.0,Michelle Mccoy,Missouri,M,74.0,3883374.0,2009-09-09 14:12:54
2877.0,Lucas Rivera,Oklahoma,M,34.0,3747901.0,2005-08-10 20:45:28
2878.0,Heather Rivera,Arkansas,F,34.0,7594584.0,2002-08-09 23:40:36
2879.0,Christopher Johnson,Arkansas,F,38.0,8143626.0,1994-10-03 22:54:59
2880.0,Arthur Gallegos,Arizona,M,28.0,3446558.0,2008-09-03 21:43:02
2881.0,Courtney West,Maryland,F,35.0,9183496.0,2003-06-04 11:46:30
2882.0,Michael Griffin,Wisconsin,M,63.0,3493110.0,2011-01-03 14:17:09
2883.0,Jennifer Benitez,Missouri,F,79.0,7397563.0,2012-04-10 11:23:45
2884.0,Zachary Stone,Georgia,M,42.0,3777012.0,2002-06-02 06:53:18
2885.0,Natasha Campbell,Missouri,F,65.0,3393529.0,1997-12-24 03:44:21
2886.0,Michael Nunez,South Carolina,M,28.0,1984418.0,2005-07-10 21:30:31
2887.0,Nicholas Davis,Mississippi,M,82.0,936132.0,2003-08-16 21:01:18
2888.0,Bradley Hicks,Utah,F,57.0,7468433.0,2017-11-13 05:03:21
2889.0,April Davies,Florida,F,53.0,9884260.0,2008-10-17 04:31:25
2890.0,Bonnie Douglas,Iowa,F,27.0,8764731.0,2008-01-29 07:52:30
2891.0,Donna Guzman,New Hampshire,F,36.0,7162208.0,2004-06-08 20:42:03
2892.0,Jeffrey Walton,Ohio,M,85.0,8106220.0,1997-06-02 08:30:24
2893.0,Jonathan Butler,Alaska,F,20.0,9785623.0,2004-03-13 01:55:01
2894.0,Lauren Lawson,Oklahoma,F,40.0,7475060.0,2012-03-09 18:57:05
2895.0,Mark Nelson,of Columbia,F,34.0,5778419.0,2005-02-07 06:29:54
2896.0,Darlene Brown,South Dakota,F,56.0,7607226.0,2016-08-11 18:25:46
2897.0,Danielle Wilson,Missouri,M,22.0,9205155.0,2018-09-22 10:16:18
2898.0,Lauren Golden,Colorado,F,44.0,3770348.0,2008-02-19 11:08:47
2899.0,Catherine Valdez,Illinois,M,33.0,8510025.0,2011-09-24 03:41:11
2900.0,Joanne Smith,Arizona,F,71.0,3579972.0,2011-06-04 00:45:58
2901.0,Mr. Shane Moreno,Mississippi,F,60.0,4582418.0,2023-01-25 00:16:56
2902.0,Brandon Sheppard,Nevada,M,40.0,7598916.0,1999-12-22 05:47:34
2903.0,Amanda Conrad,District ,M,62.0,1464929.0,2012-04-02 10:46:32
2904.0,Kristin Davis,Montana,M,88.0,8955075.0,2001-10-06 17:29:55
2905.0,Michael Evans,Missouri,F,74.0,3681119.0,2002-07-17 07:28:22
2906.0,Sara Foley,South Carolina,M,83.0,7399725.0,2004-01-21 23:21:15
2907.0,Miguel Pruitt,Oklahoma,M,61.0,1015364.0,2015-05-28 05:23:02
2908.0,Jeffrey Norris,Michigan,F,74.0,3401205.0,2005-08-25 09:45:10
2909.0,Gregory Thompson,California,F,83.0,4398438.0,2015-10-16 01:08:20
2910.0,Gregory Roth,North Dakota,M,81.0,3770336.0,2006-05-06 08:41:55
2911.0,Stephanie West,Puerto Rico,F,76.0,2628726.0,2014-12-22 21:17:22
2912.0,Derrick Evans,West Virginia,M,57.0,8237567.0,2013-09-05 17:05:11
2913.0,Jennifer Colon,Virginia,M,66.0,6660439.0,2010-08-18 06:31:23
2914.0,Megan Johnson,Indiana,M,51.0,822614.0,2014-12-21 13:19:39
2915.0,Daniel Bowen,New Hampshire,F,37.0,6504934.0,2001-06-06 02:42:00
2916.0,Dr. Shannon Hernandez PhD,Iowa,F,37.0,1349542.0,1994-09-02 11:24:02
2917.0,Nicholas Watson,California,F,21.0,2363298.0,2022-10-17 06:29:02
2918.0,Samantha Stewart,Mississippi,F,28.0,6832880.0,2001-01-01 10:33:34
2919.0,Johnathan Mccoy,Missouri,F,45.0,4213835.0,2006-08-30 07:23:40
2920.0,Alexis Moore,Nevada,M,50.0,1365834.0,2017-09-27 11:02:43
2921.0,Karen Dennis,Connecticut,F,87.0,1521693.0,2014-06-27 23:19:12
2922.0,Denise Jackson,California,F,85.0,3803408.0,2009-06-07 16:56:54
2923.0,Kathleen Hall,Mississippi,F,23.0,8693497.0,2005-04-26 19:35:47
2924.0,Daniel Reed,Montana,M,53.0,3102916.0,1995-02-24 15:55:00
2925.0,Robert Calhoun,Hawaii,M,75.0,4893713.0,2012-10-05 13:57:09
2926.0,Michelle Douglas,Michigan,F,80.0,4610731.0,2017-05-02 04:17:58
2927.0,April Jennings,Rhode Island,M,67.0,7506345.0,2022-02-27 17:02:39
2928.0,Connie Sanders,South Dakota,M,20.0,7098345.0,2010-04-09 08:48:55
2929.0,Andrea Liu,Pennsylvania,F,29.0,1872597.0,1999-04-23 11:52:01
2930.0,Andrew King,Kentucky,M,53.0,5203577.0,2000-09-16 09:57:03
2931.0,Richard Matthews,North Dakota,F,68.0,4826493.0,2016-11-04 14:51:01
2932.0,John Fisher,South Carolina,F,61.0,8324093.0,2003-01-14 18:57:14
2933.0,Ann Long,Minnesota,F,75.0,2221749.0,2021-03-05 19:51:48
